826,United Kingdom,1991,70.0,70.0,16.0,United Kingdom 1991 General Household Survey,,Data pertain to women aged 16 to 49.,Data pertain to a non-standard age or marital status group.,Figures by method do not add up to the total.,Excluding Northern Ireland.,
12,Algeria,1992,50.9,43.2,0.5,1992 PAPCHILD,,,,,,
56,Belgium,1992,78.4,74.3,4.7,1991 - 1992 FFS,Year of the survey: 1991 - 1992,Data pertain to women aged 21 to 39.,Data pertain to a population subgroup.,Including some cases of sterilization for non-contraceptive reasons.,,
156,China,1992,84.6,83.7,1.4,China 1992 National Fertility and Family Planning Survey,,,Data pertain to a non-standard age or marital status group.,Adjusted.,,
344,"China, Hong Kong SAR",1992,86.2,79.7,34.5,"China, Hong Kong (SAR) 1992 Family Planning Knowledge, Attitude and Practice",,,,,,
408,Democratic People's Republic of Korea,1992,61.9,53.0,0.0,Democratic People's Republic of Korea 1990-1992 The Basic Study on Contraceptive Methods among Women in our Country,Year of the survey: 1990 - 1992,,,,,
818,Egypt,1992,47.1,44.8,2.0,1992 DHS,,,,,,
276,Germany,1992,70.1,65.6,1.1,1992 FFS,,Data pertain to women aged 20 to 39.,,,,
288,Ghana,1992,17.2,7.2,1.2,1991 - 1992 LSMS,Year of the survey: 1991 - 1992,,,,,
328,Guyana,1992,38.2,36.9,5.4,1991 - 1992 CPS,Year of the survey: 1991 - 1992,Data pertain to women aged 15 to 44.,,Adjusted.,,
340,Honduras,1992,46.7,34.7,2.9,1991 - 1992 RHS,Year of the survey: 1991 - 1992,Data pertain to women aged 15 to 44.,,,,
364,Iran (Islamic Republic of),1992,64.6,44.6,6.4,"Iran (Islamic Republic of) 1992 Knowledge, Attitudes and Practice (KAP) Survey",,,,,,
392,Japan,1992,64.0,57.0,48.2,Japan 1992 21th National Survey on Family Planning,,,,Figures by method do not add up to the total.,,
426,Lesotho,1992,23.2,18.9,1.2,Lesotho 1991-1992 Demographic and Health Survey (national),Year of the survey: 1991 - 1992,,Data pertain to a non-standard age or marital status group.,,,
450,Madagascar,1992,16.7,5.1,0.5,1992 DHS,,,,,,
454,Malawi,1992,13.0,7.4,1.6,1992 DHS,,,,,,
484,Mexico,1992,63.1,55.2,2.9,Mexico 1992 Encuesta Nacional de la Din_mica Demogr_fica,,,,,,
504,Morocco,1992,41.5,35.5,0.9,1992 DHS,,,,,,
516,Namibia,1992,28.9,26.0,0.3,1992 DHS,,,,,,
524,Nepal,1992,24.1,24.1,0.6,"Nepal 1991-1992 Fertility, Family Planning and Health Survey",Year of the survey: 1991 - 1992,,Data pertain to a non-standard age or marital status group.,,,
562,Niger,1992,4.4,2.3,0.0,1992 DHS,,,,,,
604,Peru,1992,59.0,32.8,2.8,1991 - 1992 DHS,Year of the survey: 1991 - 1992,,,,,
646,Rwanda,1992,21.2,12.9,0.2,1992 DHS,,,,,,
694,Sierra Leone,1992,2.6,2.4,0.1,Sierra Leone 1992 Demographic and Social Situation,,Data pertain to women aged 15 or over.,Data pertain to a non-standard age or marital status group.,,,
702,Singapore,1992,65.0,52.0,22.0,Singapore 1992 National Family Planning and Population Survey,,Data pertain to women aged 15 to 44.,,Adjusted.,,
740,Suriname,1992,48.0,46.6,4.8,Suriname 1992 IPPF-WHR Caribbean Contraceptive Prevalence Survey,,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,,,
834,United Republic of Tanzania,1992,10.4,6.6,0.7,1991 - 1992 DHS,Year of the survey: 1991 - 1992,,,,,
887,Yemen,1992,9.7,6.1,0.1,1991 - 1992 DHS,Year of the survey: 1991 - 1992,,,,,
894,Zambia,1992,15.2,8.9,1.8,1992 DHS,,,,Adjusted.,,
854,Burkina Faso,1993,24.9,4.2,0.8,1992 - 1993 DHS,Year of the survey: 1992 - 1993,,,,,
188,Costa Rica,1993,75.0,64.6,15.7,1992 - 1993 RHS,Year of the survey: 1992 - 1993,,,,,
203,Czech Republic,1993,68.9,44.9,18.7,1993 RHS,,Data pertain to women aged 15 to 44.,,,,
208,Denmark,1993,76.5,..,24.3,Denmark 1991-1993 Infertility Survey,Year of the survey: 1991 - 1993,,Data pertain to a non-standard age or marital status group.,Figures by method do not add up to the total.,,
222,El Salvador,1993,53.3,48.4,2.1,1993 RHS,,Data pertain to women aged 15 to 44.,,,,
288,Ghana,1993,20.3,10.1,2.2,1993 DHS,,,,Figures by method do not add up to the total.,,
324,Guinea,1993,1.7,1.0,0.1,1992 - 1993 DHS,Year of the survey: 1992 - 1993,,,,,
348,Hungary,1993,80.6,71.3,8.1,1992 - 1993 FFS,Year of the survey: 1992 - 1993,Data pertain to women aged 18 to 41.,,Adjusted.,,
356,India,1993,40.7,36.5,2.4,1992 - 1993 DHS,Year of the survey: 1992 - 1993,,,,,
360,Indonesia,1993,53.1,51.2,1.2,Indonesia 1993 National Socio-economic Survey,,,,,,
364,Iran (Islamic Republic of),1993,67.8,49.2,6.7,"Iran (Islamic Republic of) 1993 Knowledge, Attitudes and Practice (KAP) Survey",,,,,,
388,Jamaica,1993,62.0,58.3,16.9,1993 CPS,,Data pertain to women aged 15 to 44.,,,,
404,Kenya,1993,32.7,27.3,0.8,1993 DHS,,,,,,
418,Lao People's Democratic Republic,1993,18.6,15.1,0.1,Lao People's Democratic Republic 1993 Social Indicator Survey,,,,,,
470,Malta,1993,85.8,46.0,21.9,Malta 1993 Survey of Family Planning,,Data pertain to women aged 20 to 45.,Data pertain to a non-standard age or marital status group.,Figures by method do not add up to the total.,,
528,Netherlands,1993,78.5,75.6,7.7,1993 FFS,,Data pertain to women aged 18 to 42.,,,,
558,Nicaragua,1993,48.7,44.9,2.6,1992 - 1993 RHS,Year of the survey: 1992 - 1993,,,,,
586,Pakistan,1993,21.9,17.9,4.5,Pakistan 1993 Contraceptive Prevalence Survey,,,,,,
608,Philippines,1993,40.0,24.9,1.0,1993 DHS,,,,,,
642,Romania,1993,57.3,14.5,3.9,1993 RHS,,Data pertain to women aged 15 to 44.,,,,
643,Russian Federation,1993,62.5,44.4,..,Russian Federation 1992-1993 Longitudinal Monitoring Survey Round II,Year of the survey: 1992 - 1993,Data pertain to women aged 20 to 49.,,,,
686,Senegal,1993,7.4,4.8,0.4,1992 - 1993 DHS,Year of the survey: 1992 - 1993,,,,,
144,Sri Lanka,1993,66.1,43.7,3.3,Sri Lanka 1993 Demographic and Health Survey (national),,,,,Excluding the Northern and Eastern Province.,
729,Sudan,1993,9.9,6.9,..,1992 - 1993 PAPCHILD,Year of the survey: 1992 - 1993,,,,Data pertain to pre-secession Northern Sudan.,
760,Syrian Arab Republic,1993,39.6,28.3,0.3,1993 PAPCHILD,,,,,,
764,Thailand,1993,73.9,72.2,1.9,Thailand 1993 Survey on the Status of Women and Fertility,,Data pertain to women aged 15 to 44.,,Figures by method do not add up to the total.,,
792,Turkey,1993,62.6,34.5,6.6,1993 DHS,,,,,,
826,United Kingdom,1993,82.0,82.0,18.0,United Kingdom 1993 General Household Survey,,Data pertain to women aged 16 to 49.,,Figures by method do not add up to the total.,Excluding Northern Ireland.,
862,Venezuela (Bolivarian Republic of),1993,58.0,54.5,1.5,Venezuela (Bolivarian Republic of) 1993 Social Survey,,,,Adjusted.,,
50,Bangladesh,1994,44.9,36.6,3.0,1993 - 1994 DHS,Year of the survey: 1993 - 1994,,,,,
64,Bhutan,1994,18.8,18.8,0.3,Bhutan 1994 National Health Survey,,,Data pertain to a non-standard age or marital status group.,,,
68,Bolivia (Plurinational State of),1994,45.3,17.7,1.3,1993 - 1994 DHS,Year of the survey: 1993 - 1994,,,,,
384,C_te d'Ivoire,1994,11.4,4.3,0.7,1994 DHS,,,,,,
218,Ecuador,1994,56.8,45.9,2.6,1994 RHS,,,,,,
233,Estonia,1994,70.3,56.4,16.1,1994 FFS,,Data pertain to women aged 20 to 49.,Data pertain to a non-standard age or marital status group.,Adjusted. Data pertain to a specified time period for current use of contraception.,,
250,France,1994,74.5,69.3,5.0,1994 FFS,,Data pertain to women aged 20 to 49.,,,,
360,Indonesia,1994,54.7,52.1,0.9,1994 DHS,,,,Figures by method do not add up to the total.,,
364,Iran (Islamic Republic of),1994,70.0,51.1,6.6,"Iran (Islamic Republic of) 1994 Knowledge, Attitudes and Practice (KAP) Survey",,,,,,
392,Japan,1994,58.6,52.8,45.5,Japan 1994 22th National Survey on Family Planning,,,,Figures by method do not add up to the total.,,
414,Kuwait,1994,49.8,47.4,1.5,Kuwait 1994 Patterns of Desired Fertility and Contraceptive Use,,Data pertain to women aged less than 50.,Data pertain to a non-standard age or marital status group. Data pertain to nationals of the country.,,Data are not nationally-representative.,
458,Malaysia,1994,55.1,30.4,5.4,Malaysia 1994 Population and Family Survey,,,,Adjusted.,Data pertain to Peninsular Malaysia.,
496,Mongolia,1994,57.3,41.2,3.4,Mongolia 1994 Demographic Survey,,,,,,
566,Nigeria,1994,13.4,10.9,1.4,Nigeria 1994 Sentinel Survey of the National Population Programme,,,Data pertain to a non-standard age or marital status group.,,,
410,Republic of Korea,1994,77.4,66.8,14.3,Republic of Korea 1994 National Fertility and Family Health Survey,,Data pertain to women aged 15 to 44.,,,,
643,Russian Federation,1994,66.8,48.6,..,Russian Federation 1994 Longitudinal Monitoring Survey Round V,,Data pertain to women aged 20 to 49.,,,,
626,Timor-Leste,1994,22.6,20.7,0.2,1994 DHS,,,,,,
834,United Republic of Tanzania,1994,20.4,13.1,1.7,1994 DHS,,,,,,
704,Viet Nam,1994,65.0,43.8,4.0,Viet Nam 1994 Intercensal Demographic Survey,,,,,,
716,Zimbabwe,1994,48.1,42.2,2.3,1994 DHS,,,,Figures by method do not add up to the total.,,
12,Algeria,1995,56.9,49.4,0.8,1995 MICS,,,,,,
36,Australia,1995,66.7,63.9,11.7,Australia 1995 National Health Survey,,Data pertain to women aged 18 to 49.,Data pertain to a non-standard age or marital status group.,,,
48,Bahrain,1995,61.8,30.6,9.6,1995 GFHS,,,Data pertain to nationals of the country.,,,
112,Belarus,1995,50.4,42.1,4.8,Belarus 1995 World Bank Survey of Married Women 18-34,,Data pertain to women aged 18 to 34.,,,,
100,Bulgaria,1995,85.9,45.6,14.0,Bulgaria 1995 Women in the Transition Survey,,Data pertain to women aged 15 to 44.,,,,
116,Cambodia,1995,12.6,6.9,0.3,Cambodia 1995 KAP Survey on Fertility and Contraception,,Data pertain to women aged 15 to 44.,,,,
124,Canada,1995,74.7,73.3,9.4,1995 FFS,,,,,,
140,Central African Republic,1995,14.8,3.3,1.0,1994 - 1995 DHS,Year of the survey: 1994 - 1995,,,,,
170,Colombia,1995,72.2,59.3,4.3,1995 DHS,,,,,,
818,Egypt,1995,47.9,45.5,1.4,1995 DHS,,,,,,
232,Eritrea,1995,8.0,4.0,0.3,1995 DHS,,,,,,
320,Guatemala,1995,31.4,26.9,2.2,1995 DHS,,,,,,
332,Haiti,1995,18.0,13.2,2.6,1994 - 1995 DHS,Year of the survey: 1994 - 1995,,,,,
360,Indonesia,1995,54.2,52.5,0.8,Indonesia 1995 National Socio-economic Survey,,,,,,
364,Iran (Islamic Republic of),1995,72.8,53.6,5.7,"Iran (Islamic Republic of) 1995 Knowledge, Attitudes and Practice (KAP) Survey",,,,,,
398,Kazakhstan,1995,59.1,46.1,3.7,1995 DHS,,,,,,
418,Lao People's Democratic Republic,1995,20.0,..,..,Lao People's Democratic Republic 1994-1995 Fertility and Birth Spacing Survey,Year of the survey: 1994 - 1995,,,,,
428,Latvia,1995,67.8,55.5,13.6,1995 FFS,,Data pertain to women aged 18 to 49.,,Adjusted.,,
426,Lesotho,1995,29.1,26.8,2.8,Lesotho 1995 Safe Motherhood Initiative Women's Health Survey,,,Data pertain to a non-standard age or marital status group.,,,
434,Libya,1995,45.2,25.7,..,1995 PAPCHILD,,,,,,
440,Lithuania,1995,50.7,33.2,14.2,1994 - 1995 FFS,Year of the survey: 1994 - 1995,Data pertain to women aged 18 to 49.,,Adjusted.,,
484,Mexico,1995,66.5,57.5,..,Mexico 1995 Encuesta Nacional de Planificaci_n Familiar,,,,,,
504,Morocco,1995,50.3,42.4,1.4,1995 DHS,,,,,,
554,New Zealand,1995,75.0,72.3,11.5,1995 FFS,,Data pertain to women aged 20 to 49.,,Adjusted.,,
512,Oman,1995,23.7,18.2,1.5,1995 GFHS,,,Data pertain to nationals of the country.,,,
586,Pakistan,1995,17.8,12.6,3.7,Pakistan 1994-1995 Contraceptive Prevalence Survey,Year of the survey: 1994 - 1995,,,,,
608,Philippines,1995,50.7,25.5,..,Philippines 1995 Annual Family Planning Survey,,,,Data pertain to most commonly used methods only.,,
643,Russian Federation,1995,63.4,47.5,..,Russian Federation 1995 Longitudinal Monitoring Survey Round VI,,Data pertain to women aged 20 to 49.,,,,
705,Slovenia,1995,78.9,63.2,8.1,1994 - 1995 FFS,Year of the survey: 1994 - 1995,Data pertain to women aged 15 to 44.,,Adjusted.,,
724,Spain,1995,81.1,67.4,24.3,1994 - 1995 FFS,Year of the survey: 1994 - 1995,Data pertain to women aged 20 to 49.,Data pertain to a non-standard age or marital status group.,Including some cases of sterilization for non-contraceptive reasons.,,
756,Switzerland,1995,82.0,77.5,14.2,1994 - 1995 FFS,Year of the survey: 1994 - 1995,Data pertain to women aged 20 to 49.,,Including some cases of sterilization for non-contraceptive reasons.,,
788,Tunisia,1995,60.0,51.0,1.6,1994 - 1995 PAPCHILD,Year of the survey: 1994 - 1995,,,,,
800,Uganda,1995,14.8,7.8,0.8,1995 DHS,,,,,,
784,United Arab Emirates,1995,27.5,23.6,2.0,1995 GFHS,,,Data pertain to nationals of the country.,,,
826,United Kingdom,1995,82.0,80.0,19.0,United Kingdom 1995 General Household Survey,,Data pertain to women aged 16 to 49.,,Figures by method do not add up to the total.,Excluding Northern Ireland.,
840,United States of America,1995,76.4,70.5,13.3,United States of America 1995 National Survey of Family Growth,,Data pertain to women aged 15 to 44.,,Figures by method do not add up to the total.,,
548,Vanuatu,1995,39.0,32.1,..,Vanuatu 1995 National Family Planning Survey,,,,,,
24,Angola,1996,8.1,4.1,0.3,1996 MICS,,,Data pertain to a non-standard age or marital status group.,,,
40,Austria,1996,50.9,46.8,7.2,1995 - 1996 FFS,Year of the survey: 1995 - 1996,Data pertain to women aged 20 to 49.,,Adjusted.,,
204,Benin,1996,16.4,3.4,0.7,1996 DHS,,,,,,
72,Botswana,1996,41.7,..,..,Botswana 1996 Family Health Survey III,,,Data pertain to a non-standard age or marital status group.,,,
76,Brazil,1996,76.7,70.3,4.4,1996 DHS,,,,,,
174,Comoros,1996,21.0,11.4,1.0,1996 DHS,,,,,,
184,Cook Islands,1996,63.2,60.4,2.4,Cook Islands 1996 KAP Survey,,,,Figures by method do not add up to the total.,,
214,Dominican Republic,1996,63.7,59.2,1.4,1996 DHS,,,,,,
340,Honduras,1996,49.2,40.3,3.1,1996 RHS,,,,,,
360,Indonesia,1996,54.2,52.6,0.9,Indonesia 1996 National Socio-economic Survey,,,,,,
364,Iran (Islamic Republic of),1996,73.7,56.1,5.6,"Iran (Islamic Republic of) 1996 Knowledge, Attitudes and Practice (KAP) Survey",,,,Adjusted. Figures by method do not add up to the total.,,
380,Italy,1996,62.7,40.6,14.2,1995 - 1996 FFS,Year of the survey: 1995 - 1996,Data pertain to women aged 20 to 49.,,Adjusted. Including some cases of sterilization for non-contraceptive reasons.,,
392,Japan,1996,56.6,50.6,43.7,Japan 1996 23th National Survey on Family Planning,,,,Figures by method do not add up to the total.,,
414,Kuwait,1996,50.2,40.9,2.9,1996 GFHS,,,Data pertain to nationals of the country.,,,
422,Lebanon,1996,61.1,37.2,5.6,1996 PAPCHILD,,,,Figures by method do not add up to the total.,,
454,Malawi,1996,21.9,14.4,1.6,1996 DHS,,,,,,
466,Mali,1996,6.7,4.5,0.4,1995 - 1996 DHS,Year of the survey: 1995 - 1996,,,,,
524,Nepal,1996,28.5,26.0,1.9,1996 DHS,,,,,,
586,Pakistan,1996,13.0,..,..,Pakistan 1995-1996 Integrated Household Survey,Year of the survey: 1995 - 1996,,,,,
600,Paraguay,1996,55.9,41.3,6.5,1995 - 1996 RHS,Year of the survey: 1995 - 1996,,,,,
604,Peru,1996,64.2,41.3,4.4,1996 DHS,,,,,,
608,Philippines,1996,48.1,30.2,1.6,Philippines 1996 Annual Family Planning Survey,,,,,,
630,Puerto Rico,1996,77.7,67.6,6.4,1995 - 1996 RHS,Year of the survey: 1995 - 1996,,,Adjusted. Figures by method do not add up to the total.,,
643,Russian Federation,1996,65.3,47.1,..,Russian Federation 1996 Longitudinal Monitoring Survey Round VII,,Data pertain to women aged 20 to 49.,,,,
646,Rwanda,1996,13.7,7.1,0.2,Rwanda 1996 Socio-demographic Survey,,Data pertain to women aged 20 to 49.,Data pertain to a non-standard age or marital status group.,,,
682,Saudi Arabia,1996,31.8,28.5,0.9,1996 GFHS,,,Data pertain to nationals of the country.,,,
275,State of Palestine,1996,45.2,30.7,..,Occupied Palestinian Territory 1996 Health Survey,,,,,,
752,Sweden,1996,75.2,64.8,16.4,Sweden 1996 National Survey on Sexual Behavior,,Data pertain to women aged 18 to 44.,Data pertain to a non-standard age or marital status group.,Data pertain to a specified time period for current use of contraception.,,
764,Thailand,1996,75.2,73.8,0.5,Thailand 1995-1996 Survey of Population Change,Year of the survey: 1995 - 1996,Data pertain to women aged 15 to 44.,,Adjusted.,,
834,United Republic of Tanzania,1996,18.4,13.3,0.8,1996 DHS,,,,,,
860,Uzbekistan,1996,55.6,51.3,1.7,1996 DHS,,,,,,
50,Bangladesh,1997,49.8,42.1,3.9,1996 - 1997 DHS,Year of the survey: 1996 - 1997,,,,,
56,Belgium,1997,56.5,54.8,..,Belgium 1997 Enqu_te de Sant_,,Data pertain to women aged 15 to 54.,Data pertain to a non-standard age or marital status group.,,,
148,Chad,1997,4.1,1.2,0.2,1996 - 1997 DHS,Year of the survey: 1996 - 1997,,,Figures by method do not add up to the total.,,
156,China,1997,83.8,83.3,3.4,China 1997 National Family Planning and Reproductive Health Survey,,,,,,
344,"China, Hong Kong SAR",1997,86.0,80.9,38.2,"China, Hong Kong (SAR) 1997 Family Planning Knowledge, Attitude and Practice",,,,Adjusted.,,
203,Czech Republic,1997,72.0,62.6,12.7,1997 FFS,,Data pertain to women aged 15 to 44.,,Figures by method do not add up to the total.,,
408,Democratic People's Republic of Korea,1997,67.3,55.8,0.9,Democratic People's Republic of Korea 1997 Reproductive Health Survey,,,,,Data are not nationally-representative.,
818,Egypt,1997,54.5,51.8,1.5,1997-1998 DHS,Year of the survey: 1997 - 1998,,,,,
231,Ethiopia,1997,3.3,2.8,..,Ethiopia 1997 Southern Nations Community and Family Survey,,,Data pertain to a non-standard age or marital status group.,,Data are not nationally-representative.,
360,Indonesia,1997,57.4,54.7,0.7,1997 DHS,,,,,,
364,Iran (Islamic Republic of),1997,72.9,56.0,5.4,"Iran (Islamic Republic of) 1997 Knowledge, Attitudes and Practice (KAP) Survey",,,,,,
388,Jamaica,1997,65.9,62.6,17.0,1997 RHS,,,,,,
392,Japan,1997,60.4,50.7,45.6,Japan 1997 11th National Fertility Survey,,Data pertain to women aged 20 to 49.,,Figures by method do not add up to the total.,,
400,Jordan,1997,52.6,37.7,2.4,1997 DHS,,,,Adjusted.,,
417,Kyrgyzstan,1997,59.5,48.9,5.7,1997 DHS,,,,,,
450,Madagascar,1997,19.4,9.7,0.7,1997 DHS,,,,,,
484,Mexico,1997,68.4,59.5,3.6,Mexico 1997 Encuesta Nacional de la Din_mica Demogr_fica,,,,,,
504,Morocco,1997,58.4,48.8,1.2,1997 PAPCHILD,,,,,,
508,Mozambique,1997,5.6,5.1,0.3,1997 DHS,,,,,,
104,Myanmar,1997,32.7,28.3,0.1,Myanmar 1997 Fertility and Reproductive Health Survey,,,,Adjusted.,,
586,Pakistan,1997,23.9,16.9,4.2,Pakistan 1996-1997 Fertility and Family Planning Survey,Year of the survey: 1996 - 1997,,,,,
598,Papua New Guinea,1997,25.9,19.6,0.5,Papua New Guinea 1996 Demographic and Health Survey (national),Year of the survey: 1996 - 1997,,,,,
608,Philippines,1997,47.0,30.9,..,Philippines 1997 Annual Family Planning Survey,,,,Data pertain to most commonly used methods only.,,
620,Portugal,1997,78.8,70.4,11.4,1997 FFS,,,Data pertain to a non-standard age or marital status group.,,,
410,Republic of Korea,1997,80.5,69.5,15.1,Republic of Korea 1997 National Fertility and Family Health Survey,,Data pertain to women aged 15 to 44.,,Estimate.,,
498,Republic of Moldova,1997,73.7,49.9,5.9,1997 RHS,,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,,,
638,R_union,1997,66.6,63.5,3.2,"Reunion 1997 Enqu_te DEMO97, volet Famille",,Data pertain to women aged 20 to 44.,Data pertain to a non-standard age or marital status group.,Adjusted. Figures by method do not add up to the total.,,
686,Senegal,1997,12.9,8.1,0.6,1997 DHS,,,,Figures by method do not add up to the total.,,
702,Singapore,1997,62.0,55.0,22.0,Singapore 1997 National Family Planning and Population Survey,,Data pertain to women aged 15 to 44.,,Adjusted.,,
703,Slovakia,1997,79.8,65.6,25.8,Slovakia 1997 Reproductive Practices of Slovak Women,,Data pertain to women aged 15 to 44.,Data pertain to a non-standard age or marital status group.,,,
764,Thailand,1997,72.2,69.8,1.8,Thailand 1996-1997 Contraceptive Prevalence Survey,Year of the survey: 1996 - 1997,Data pertain to women aged 15 to 44.,,,,
626,Timor-Leste,1997,26.7,25.1,0.0,1997 DHS,,,,,,
704,Viet Nam,1997,75.3,55.8,5.9,1997 DHS,,,,,,
887,Yemen,1997,20.8,9.8,0.3,1997 DHS,,,,,,
894,Zambia,1997,25.9,14.4,3.5,1996 - 1997 DHS,Year of the survey: 1996 - 1997,,,Figures by method do not add up to the total.,,
68,Bolivia (Plurinational State of),1998,48.3,25.2,2.6,1998 DHS,,,,,,
100,Bulgaria,1998,63.4,39.6,16.7,1997 - 1998 FFS,Year of the survey: 1997 - 1998,Data pertain to women aged 20 to 44.,,Adjusted.,,
132,Cabo Verde,1998,52.9,46.0,3.0,1998 RHS,,,,Figures by method do not add up to the total.,,
116,Cambodia,1998,21.8,16.1,0.6,Cambodia 1998 National Health Survey,,,,,,
120,Cameroon,1998,19.3,7.1,2.1,1998 DHS,,,,,,
124,Canada,1998,80.0,76.0,15.0,Canada 1998 Contraceptive Studies,,Data pertain to women aged 18 to 44.,,Figures by method do not add up to the total.,,
818,Egypt,1998,51.7,49.5,1.1,1998 DHS,,,,,,
222,El Salvador,1998,60.0,54.7,2.4,1998 RHS,,Data pertain to women aged 15 to 44.,,,,
288,Ghana,1998,15.0,10.6,1.9,1998 - 1999 LSMS,Year of the survey: 1998 - 1999,,,,,
360,Indonesia,1998,55.4,54.2,0.7,Indonesia 1998 National Socio-economic Survey,,,,,,
372,Ireland,1998,77.0,67.6,31.2,"Ireland 1998 Survey of Lifestyle, Attitudes, and Nutrition",,Data pertain to women aged 18 to 50.,Data pertain to a non-standard age or marital status group.,,,
392,Japan,1998,54.1,48.0,42.1,Japan 1998 24th National Survey on Family Planning,,,,Figures by method do not add up to the total.,,
404,Kenya,1998,39.0,31.5,1.3,1998 DHS,,,,Figures by method do not add up to the total.,,
496,Mongolia,1998,59.9,45.7,3.5,Mongolia 1998 Reproductive Health Survey,,,,,,
528,Netherlands,1998,71.0,70.0,7.0,Netherlands 1998 Birth Control Survey,,Data pertain to women aged 18 to 45.,,,,
558,Nicaragua,1998,60.3,57.4,2.6,1997 - 1998 DHS,Year of the survey: 1997 - 1998,,,Figures by method do not add up to the total.,,
562,Niger,1998,8.2,4.6,0.0,1998 DHS,,,,,,
578,Norway,1998,86.5,78.3,14.7,Norway 1998 Survey on Contraceptive Use ,,Data pertain to women aged 20 to 44.,Data pertain to a non-standard age or marital status group.,,,
600,Paraguay,1998,61.8,47.5,7.3,1998 RHS,,Data pertain to women aged 15 to 44.,,,,
608,Philippines,1998,47.8,28.2,1.6,1998 DHS,,,,,,
634,Qatar,1998,43.2,32.3,2.9,1998 GFHS,,,Data pertain to nationals of the country.,,,
